EVI,Albedo,PVR,NDII
0.427817409019018,0.132105038888889,0.116399518944759,0.522117440895836
0.556109481225652,0.17446964,0.19738797702125002,0.522670426494755
0.44726505064093297,0.133306075324675,0.112751076497061,0.527819841851243
0.434756973323993,0.137768768888889,0.0651547786677567,0.512208918461993
0.565767889995335,0.173688159459459,0.269045870104693,0.545377766031539
0.423849311660069,0.132670710869565,0.0891858917279115,0.530831680110683
0.384424304174096,0.13220193529411803,-0.0228669505873979,0.503860394969159
0.399500079959784,0.136192084745763,0.0507837909682972,0.479247843245905
0.43663753682978795,0.142887973214286,0.0563935124544482,0.488393116607969
0.42321331612878493,0.123009701190476,0.185679234765868,0.526760884394565
0.49559954227515707,0.15515695,0.15873555380107698,0.518782776650508
0.5285907273487109,0.16386282,0.19796335576922197,0.514809906561801
0.478425615840389,0.142347806521739,0.177977332863303,0.511484075851994
0.45154665406933503,0.13535464,0.0808280476281408,0.52423658129074
0.46336923508562106,0.1514503625,0.0937073544492571,0.49451561847513603
0.531999288919546,0.159696535416667,0.187500399849568,0.49951002855575105
0.474905272122401,0.146942954255319,0.13145983616412402,0.489999025590939
0.29354957284401695,0.12097675384615401,-0.0645085654054523,0.5109142808081371
0.261387335028098,0.146562833333333,-0.114239932554807,0.479629557419966
0.3837809332825661,0.117137980357143,0.06971478625684,0.510618102480075
0.327867509887346,0.113401741666667,-0.0707507702411629,0.518942206223052
0.413975708627846,0.12278699294117698,0.118123201055298,0.51856188185134
0.45906734595431203,0.139011220689655,0.14771330180637,0.503205698102703
0.45236460575410004,0.14062108888888902,0.11687736743447,0.5356967402338211
0.446214355625633,0.14425503636363599,0.0993340736420652,0.49363261140490006
0.48881608109237795,0.143138277333333,0.196327978397534,0.5169409962502729
0.409462227488586,0.131106628125,0.0695864213311377,0.502468639155003
0.5557310481359771,0.17090553333333303,0.20735887049352697,0.525841305508738
0.424516723177386,0.133262781081081,0.0962850625147484,0.560900641056183
0.390196398251812,0.136279684269663,-0.0282558907380303,0.48805129402496705
0.513351468337238,0.166532687278107,0.14521896426766298,0.480596977410635
0.49151933242830603,0.152766644502618,0.11362382173951499,0.46869245249379604
0.494040760715331,0.15082483181818201,0.220066686458344,0.5160142050217821
0.404106814902433,0.154659689423077,-0.0710280637612396,0.47366487606818697
0.45327259361318395,0.13864734491018,0.13920519246345,0.52405827361606
0.42508446928554705,0.132152738888889,0.0966684408550238,0.5456551659647739
0.33079592816262,0.0984169184782609,0.0678222921210393,0.492320314980626
0.46720677211711203,0.137358978723404,0.210098231554514,0.546606937353834
0.491352007653675,0.15701918235294102,0.112506925394193,0.48064350806087397
0.44054870672585295,0.143834256521739,0.0681264297742615,0.499141507881937
0.510711702740828,0.149953311607143,0.21320326944186804,0.5030428228689809
0.4749651133029821,0.141445478947368,0.17171740867508098,0.497667168500159
0.547176304060418,0.22510349607843105,0.0845582285675641,0.500747084648077
0.47036219647085803,0.136135286781609,0.21283198840089199,0.532624082955747
0.444011207739802,0.13055471428571402,0.13008597284887,0.540343006060596
0.334418567559583,0.105510288095238,0.0235923311800276,0.47367321572533705
0.504779388083908,0.15158959565217403,0.17012892693982198,0.520488832748808
0.504762842786349,0.160159868,0.178858354968494,0.5330326574151879
0.4995321873376571,0.15332047826087,0.15467899981478,0.515477494633361
0.438859662585534,0.144255161627907,0.0547551625064336,0.5132040359134571
0.449523433769897,0.138861792857143,0.13898315051813098,0.524753994189253
0.445696755995364,0.1357874015625,0.151411575953984,0.52942855758846
0.42595826012992705,0.14628464146341502,0.00814849825743731,0.575247039249465
0.370028049841551,0.14769975833333301,-0.0421695483388672,0.518966496377541
0.445113968629855,0.13074610994152,0.162156240359479,0.521721676265023
0.461393819590296,0.13994702325581398,0.10005719253131401,0.50831324343567
0.329258104645047,0.164146731818182,-0.10334153678274302,0.43457618346351296
0.487959901912003,0.15268075193370198,0.12325034585373401,0.49290321019685107
0.523493303950234,0.15279208113207599,0.26377870533532,0.5046805091067321
0.464053362848811,0.144443956818182,0.137269393348003,0.522843577042486
0.45961185781656305,0.144770409090909,0.17249488006118302,0.533946774957083
0.30161198813968104,0.15140084265734302,-0.11555417187835401,0.503549781606621
0.5210518166584779,0.19895755362318804,0.133611807779664,0.506416218822153
0.408463913866786,0.121031073333333,0.09299477185016199,0.487006902887864
0.43488312010154,0.132835683076923,0.125569040731339,0.480664228412498
0.5228747637435329,0.153810080952381,0.194885915860895,0.508293002571678
0.306559195315174,0.0977324455445545,-0.0523314275070246,0.49268804223682894
0.43478382235412205,0.146266416666667,0.0268976152203832,0.476203602476984
0.47888407237091296,0.15113081,0.11621377494639899,0.530298184372741
0.266737221966296,0.131592261904762,-0.0596961079585456,0.5230365147993711
0.412668378238666,0.163676991666667,-0.0680681482733447,0.48807446048461994
0.41586259563128003,0.14329243076923098,0.000969513001503593,0.492905228306965
0.44433821494629705,0.13987472258064498,0.0948782222634965,0.498232077857012
0.516219242464273,0.1480338421875,0.250554219997904,0.528589859393612
0.510362724176059,0.155173757471264,0.18141266047065302,0.482562793546976
0.284821584669099,0.13588075,-0.0728020374255039,0.519686581266828
0.44818689726067296,0.155670984210526,0.0625647479876405,0.509715386420788
0.521839552321401,0.166838517525773,0.140980391648521,0.5363405382619311
0.541789172359446,0.166452121875,0.189776425950044,0.554895818002344
0.42701093268398405,0.145970962857143,0.0871174499346207,0.5246908583352811
0.45865404715568103,0.138381951851852,0.126047392941279,0.549609246335102
0.43092327966286703,0.139312943103448,0.0951531066995772,0.5234634410557609
0.43038291540709706,0.139307591954023,0.095040768227378,0.492671791384408
0.521239981786407,0.158565503448276,0.17238021690862199,0.484223696627404
0.34300369690215504,0.125771158333333,-0.0123196008649415,0.566558331890448
0.432739841202747,0.154426751162791,0.0038246551405794,0.49472525232820896
0.46225438587393103,0.132290653333333,0.19102675778330103,0.5255433599522129
0.514615419952105,0.152199971428571,0.263948219778512,0.527424314406678
0.47622186158964097,0.143753148113208,0.11056461111535199,0.493160492986615
0.5075329032745189,0.152116191358025,0.23927594904733301,0.510056661685194
0.391843577898392,0.137973507843137,-0.0063939931205353705,0.5112380307368171
0.42775084863948704,0.15052686875,0.0310463629495485,0.48222087646361
0.297460945144312,0.129937758381503,-0.0754511674610254,0.49488911714038
0.48004490792582794,0.15880289375,0.0611461993243086,0.495674628911651
0.433368795759365,0.14041825974026,0.0564164915879699,0.470222010070484
0.5431168756758139,0.17154562988505703,0.20273627996062699,0.507105897073021
0.561681630457582,0.168218460784314,0.256431216229103,0.544338062392229
0.5006458891535259,0.154049940740741,0.168857827110909,0.495967535115767
0.536732163715843,0.156177780952381,0.351997445143853,0.539729479783656
0.41520810235998495,0.140101027118644,0.0271316367939854,0.47844618827145896
0.502814395044401,0.155452263636364,0.16677902212445098,0.5234817351852671
0.5225821896101239,0.257598009836066,0.00294593579523999,0.550916429393048
0.43719222165808297,0.147936495238095,-0.0128270306945267,0.48164405408273203
0.390114900468523,0.111562212264151,0.126225208130408,0.47599610131060294
0.469827601776779,0.141431683333333,0.15323934514694598,0.499625361063447
0.438883285289305,0.146701166666667,0.0532686703539184,0.558027295443677
0.4373755481752829,0.161310008333333,-0.0125554977336751,0.490559908411808
0.31876420841833003,0.0977820679775281,0.0147406945682886,0.49634170461994204
0.327415123741002,0.115135459302326,-0.0121605730531652,0.48514127899171794
0.423460381258519,0.127878330666667,0.12496492307331801,0.534967912865286
0.537507504652142,0.16522146956521697,0.20547932154477802,0.5085543976397879
0.394010625835753,0.15701015,-0.0476295317547195,0.48474124104443894
0.372852730391433,0.123943145238095,0.0256273071020776,0.516038251985785
0.484955504480124,0.191220192307692,0.0039417889867348795,0.555876992045785
0.45764903980526095,0.14591583246753198,0.0662459597496593,0.51962372723218
0.34437669995387504,0.10365410000000001,0.0426887510194189,0.5512764822551279
0.275703540360486,0.142548410714286,-0.11476965566717301,0.443910763574334
0.27250346174068896,0.120250395384615,-0.100142678811804,0.49726011856857893
0.499606663291007,0.149948763392857,0.153889662806962,0.526189725007292
0.372981367240685,0.129326115,0.0251830734781943,0.513945982727632
0.369311926566646,0.1265960765625,0.0362931236994587,0.48828967084134295
0.44086994010696,0.14469056956521698,0.0873449992268414,0.49075702749899297
0.440366780046477,0.142185192857143,0.0966800777935495,0.49613352984229403
0.42271662293254203,0.12190843333333301,0.17313157626353498,0.48842235866498795
0.450100372134502,0.15178137142857098,0.0361650391392265,0.47839426858605
0.3568431731438,0.12266950535714301,-0.0239741294595939,0.476377384333997
0.514364576759379,0.16798020151515197,0.11126664326213401,0.50551044114953
0.47402114640741705,0.156148615151515,0.10557508169614502,0.48647201000723495
0.418744329765861,0.127982221333333,0.114681295105744,0.48270911972008296
0.441208795858526,0.134878517073171,0.156184895083142,0.508378584684195
0.471023236538387,0.145599896850394,0.106030916605503,0.504109688696064
0.45948921141078003,0.132748326760563,0.214358581238885,0.52127245464097
0.18662400243013003,0.14318399637681198,-0.137161562602409,0.4858230268695661
0.47907080248676503,0.153713104854369,0.11610544814935099,0.5268327317841269
0.38735787659793897,0.13232,-0.00494193370329104,0.5263514576388679
0.509272412736032,0.1553598,0.10594846742439099,0.519330003921906
0.4454373538522371,0.139326703896104,0.12461403101503099,0.479640954892107
0.38389355615854703,0.126879207407407,0.0509947662815901,0.511185665858241
0.35103631704697497,0.122634469230769,-0.0361014108764543,0.48253786668323906
0.457119470194026,0.138849507638889,0.12347238410161501,0.524210494165238
0.301305654210422,0.122993616666667,-0.0309866606831072,0.48390064243732506
0.458327811266736,0.14383065862069,0.143506731340682,0.5020341869918621
0.537967751440469,0.18023126041666698,0.109998486076959,0.48355530968384497
0.28962492556023,0.158939182650602,-0.126254700728081,0.454729685674886
0.33097622121840503,0.13844474,-0.071855992962934,0.5621894893067629
0.51371590220335,0.155439832116788,0.18254919898519895,0.489115337833899
0.464103131934964,0.143007870063694,0.122167174810685,0.489074377910069
0.591363117680077,0.179424324691358,0.31866001815280703,0.49628525589304207
0.477173066387184,0.13874162637362603,0.205713971293171,0.479533058742536
0.45199213788628706,0.135389457894737,0.10320413752723501,0.5430381619901071
0.460488590217521,0.137061536111111,0.157363827600688,0.547563607889657
0.44801261988640795,0.13106892,0.157235478939701,0.51974361700175
0.38051345953971294,0.135373572826087,0.0175740643390274,0.459913399459491
0.36745724093302,0.13300802181818197,0.014846581202991002,0.49381902165881103
0.412890632738299,0.13159876626505998,0.047446967888141,0.5217927795465109
0.39677156752651604,0.132652788596491,0.0416863697065037,0.485966469677805
0.39658148445354496,0.13284235168539302,-0.0130052871161984,0.472365410236316
0.5174986664552,0.162312102857143,0.151926825271266,0.509000175867607
0.508993774492779,0.16302309512195098,0.130751433109823,0.509319183279217
0.536703998808557,0.16498210000000002,0.19637844360289,0.510533794791438
0.5748615181626321,0.17345971360946696,0.27366908020922603,0.502196944587925
0.520179519830911,0.16140181318681301,0.160377996910454,0.47954283034151
0.399657472874363,0.13990720625,-0.0304219771570235,0.497496793232207
0.457862992585305,0.132451831944444,0.186706184306476,0.524335516087396
0.522656838195724,0.165841210714286,0.189214656483516,0.5549426708012021
0.517787371630896,0.161635303174603,0.159738200460875,0.497426107615916
0.405787838293675,0.144594885964912,-0.0283643036634751,0.509206666495778
0.287812211327727,0.11568414,-0.0346269144787591,0.5399431369362829
0.45014565075095897,0.12812688987730098,0.27985255631411604,0.489865606194111
0.5026007333911889,0.14951336470588197,0.18589809942076602,0.538885151604686
0.495621573615596,0.149626,0.16944690979927202,0.535443240962375
0.35378756487533897,0.1329136125,-0.0387058969161193,0.45800292535628706
0.47150037656119703,0.176850539393939,-0.0238522503248512,0.47844978621162804
0.38228141662527504,0.12126095106383,0.0512280398789097,0.5240739704438719
0.4683848702789529,0.148278411764706,0.10922510457580699,0.506998430569452
